id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(.100 kg),distance(.105 kg),distance(.110 kg),distance(.115 kg),distance(.120 kg),distance(.125 kg)
carFAR100,0.134,0.039718769,0.589045449,4.312566164,0.424785461,0.168884829,,,,0.134,0.134,0.134,0.134,0.134,0.134,0.039718769,0.039742583,0.03976425,0.039784049,0.039802211,0.03981893
carFAR100,0.135,0.04030997,0.593356779,4.311329711,0.424785461,0.170120927,,,,0.135,0.135,0.135,0.135,0.135,0.135,0.04030997,0.04033432,0.040356475,0.040376719,0.04039529,0.040412386
carFAR100,0.136,0.040905482,0.597666872,4.310093612,0.424785461,0.171356671,,,,0.136,0.136,0.136,0.136,0.136,0.136,0.040905482,0.040930375,0.040953025,0.040973722,0.040992708,0.041010186
carFAR100,0.137,0.041505303,0.60197573,4.308857868,0.424785461,0.172592061,,,,0.137,0.137,0.137,0.137,0.137,0.137,0.041505303,0.041530748,0.0415539,0.041575056,0.041594463,0.041612329
carFAR100,0.138,0.042109433,0.606283353,4.307622478,0.424785461,0.173827097,,,,0.138,0.138,0.138,0.138,0.138,0.138,0.042109433,0.042135437,0.042159099,0.04218072,0.042200554,0.042218814
carFAR100,0.139,0.042717869,0.61058974,4.306387443,0.424785461,0.175061778,,,,0.139,0.139,0.139,0.139,0.139,0.139,0.042717869,0.042744442,0.04276862,0.042790714,0.042810981,0.04282964
carFAR100,0.14,0.043330612,0.614894893,4.305152761,0.424785461,0.176296106,,,,0.14,0.14,0.14,0.14,0.14,0.14,0.043330612,0.04335776,0.043382463,0.043405035,0.043425743,0.043444806
carFAR100,0.141,0.043947659,0.619198811,4.303918434,0.424785461,0.177530079,,,,0.141,0.141,0.141,0.141,0.141,0.141,0.043947659,0.043975391,0.044000625,0.044023684,0.044044837,0.044064311
carFAR100,0.142,0.044569009,0.623501496,4.30268446,0.424785461,0.178763699,,,,0.142,0.142,0.142,0.142,0.142,0.142,0.044569009,0.044597334,0.044623107,0.044646659,0.044668264,0.044688155
carFAR100,0.143,0.045194661,0.627802946,4.30145084,0.424785461,0.179996965,,,,0.143,0.143,0.143,0.143,0.143,0.143,0.045194661,0.045223587,0.045249907,0.045273958,0.045296022,0.045316335
carFAR100,0.144,0.045824614,0.632103164,4.300217574,0.424785461,0.181229878,,,,0.144,0.144,0.144,0.144,0.144,0.144,0.045824614,0.045854149,0.045881024,0.045905582,0.045928111,0.045948852
carFAR100,0.145,0.046458867,0.636402149,4.298984662,0.424785461,0.182462437,,,,0.145,0.145,0.145,0.145,0.145,0.145,0.046458867,0.046489019,0.046516456,0.046541528,0.046564529,0.046585704
carFAR100,0.146,0.047097418,0.640699901,4.297752103,0.424785461,0.183694642,,,,0.146,0.146,0.146,0.146,0.146,0.146,0.047097418,0.047128196,0.047156203,0.047181796,0.047205274,0.04722689
carFAR100,0.147,0.047740266,0.644996421,4.296519897,0.424785461,0.184926495,,,,0.147,0.147,0.147,0.147,0.147,0.147,0.047740266,0.047771679,0.047800263,0.047826384,0.047850347,0.047872409
carFAR100,0.148,0.04838741,0.649291709,4.295288045,0.424785461,0.186157994,,,,0.148,0.148,0.148,0.148,0.148,0.148,0.04838741,0.048419466,0.048448636,0.048475292,0.048499746,0.04852226
carFAR100,0.149,0.049038849,0.653585765,4.294056546,0.424785461,0.18738914,,,,0.149,0.149,0.149,0.149,0.149,0.149,0.049038849,0.049071557,0.04910132,0.049128519,0.04915347,0.049176443
carFAR100,0.15,0.049694581,0.657878591,4.2928254,0.424785461,0.188619933,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.049694581,0.04972795,0.049758314,0.049786062,0.049811518,0.049834955
carFAR100,0.151,0.050354605,0.662170185,4.291594606,0.424785461,0.189850373,,,,0.151,0.151,0.151,0.151,0.151,0.151,0.050354605,0.050388643,0.050419617,0.050447922,0.05047389,0.050497797
carFAR100,0.152,0.051018921,0.666460549,4.290364166,0.424785461,0.191080461,,,,0.152,0.152,0.152,0.152,0.152,0.152,0.051018921,0.051053637,0.051085228,0.051114098,0.051140583,0.051164967
carFAR100,0.153,0.051687526,0.670749684,4.289134079,0.424785461,0.192310195,,,,0.153,0.153,0.153,0.153,0.153,0.153,0.051687526,0.051722929,0.051755146,0.051784587,0.051811597,0.051836464
carFAR100,0.154,0.052360419,0.675037588,4.287904344,0.424785461,0.193539578,,,,0.154,0.154,0.154,0.154,0.154,0.154,0.052360419,0.052396519,0.052429369,0.052459389,0.052486931,0.052512288
carFAR100,0.155,0.0530376,0.679324263,4.286674962,0.424785461,0.194768607,,,,0.155,0.155,0.155,0.155,0.155,0.155,0.0530376,0.053074405,0.053107897,0.053138504,0.053166583,0.053192436
carFAR100,0.156,0.053719067,0.683609709,4.285445932,0.424785461,0.195997285,,,,0.156,0.156,0.156,0.156,0.156,0.156,0.053719067,0.053756586,0.053790728,0.053821929,0.053850554,0.053876909
carFAR100,0.157,0.054404819,0.687893926,4.284217255,0.424785461,0.19722561,,,,0.157,0.157,0.157,0.157,0.157,0.157,0.054404819,0.054443061,0.054477861,0.054509664,0.054538841,0.054565705
carFAR100,0.158,0.055094854,0.692176915,4.28298893,0.424785461,0.198453583,,,,0.158,0.158,0.158,0.158,0.158,0.158,0.055094854,0.055133829,0.055169295,0.055201708,0.055231444,0.055258823
carFAR100,0.159,0.055789172,0.696458676,4.281760957,0.424785461,0.199681204,,,,0.159,0.159,0.159,0.159,0.159,0.159,0.055789172,0.055828888,0.05586503,0.055898059,0.055928362,0.055956262
carFAR100,0.16,0.056487771,0.700739209,4.280533336,0.424785461,0.200908472,,,,0.16,0.16,0.16,0.16,0.16,0.16,0.056487771,0.056528238,0.056565063,0.056598717,0.056629594,0.056658022
carFAR100,0.161,0.05719065,0.705018515,4.279306067,0.424785461,0.202135389,,,,0.161,0.161,0.161,0.161,0.161,0.161,0.05719065,0.057231877,0.057269394,0.057303681,0.057335138,0.057364101
carFAR100,0.162,0.057897808,0.709296594,4.27807915,0.424785461,0.203361955,,,,0.162,0.162,0.162,0.162,0.162,0.162,0.057897808,0.057939804,0.057978022,0.058012949,0.058044994,0.058074498
carFAR100,0.163,0.058609243,0.713573447,4.276852585,0.424785461,0.204588168,,,,0.163,0.163,0.163,0.163,0.163,0.163,0.058609243,0.058652018,0.058690945,0.058726521,0.05875916,0.058789213
carFAR100,0.164,0.059324954,0.717849073,4.275626371,0.424785461,0.20581403,,,,0.164,0.164,0.164,0.164,0.164,0.164,0.059324954,0.059368518,0.059408163,0.059444395,0.059477636,0.059508243
carFAR100,0.165,0.06004494,0.722123474,4.274400509,0.424785461,0.207039541,,,,0.165,0.165,0.165,0.165,0.165,0.165,0.06004494,0.060089302,0.060129673,0.06016657,0.060200421,0.060231589
carFAR100,0.166,0.0607692,0.726396649,4.273174999,0.424785461,0.2082647,,,,0.166,0.166,0.166,0.166,0.166,0.166,0.0607692,0.06081437,0.060855476,0.060893045,0.060927513,0.06095925
carFAR100,0.167,0.061497733,0.730668599,4.27194984,0.424785461,0.209489508,,,,0.167,0.167,0.167,0.167,0.167,0.167,0.061497733,0.06154372,0.06158557,0.061623819,0.061658912,0.061691223
carFAR100,0.168,0.062230537,0.734939324,4.270725032,0.424785461,0.210713965,,,,0.168,0.168,0.168,0.168,0.168,0.168,0.062230537,0.062277351,0.062319954,0.062358892,0.062394616,0.062427509
carFAR100,0.169,0.062967611,0.739208824,4.269500575,0.424785461,0.21193807,,,,0.169,0.169,0.169,0.169,0.169,0.169,0.062967611,0.063015262,0.063058627,0.063098261,0.063134625,0.063168107
carFAR100,0.17,0.063708954,0.743477101,4.268276469,0.424785461,0.213161825,,,,0.17,0.17,0.17,0.17,0.17,0.17,0.063708954,0.063757451,0.063801588,0.063841926,0.063878936,0.063913014
carFAR100,0.171,0.064454564,0.747744154,4.267052715,0.424785461,0.214385229,,,,0.171,0.171,0.171,0.171,0.171,0.171,0.064454564,0.064503918,0.064548835,0.064589886,0.064627551,0.064662231
carFAR100,0.172,0.065204442,0.752009983,4.265829311,0.424785461,0.215608282,,,,0.172,0.172,0.172,0.172,0.172,0.172,0.065204442,0.065254662,0.065300367,0.06534214,0.065380467,0.065415757
carFAR100,0.173,0.065958584,0.756274589,4.264606258,0.424785461,0.216830984,,,,0.173,0.173,0.173,0.173,0.173,0.173,0.065958584,0.066009681,0.066056184,0.066098686,0.066137683,0.06617359
carFAR100,0.174,0.06671699,0.760537973,4.263383555,0.424785461,0.218053336,,,,0.174,0.174,0.174,0.174,0.174,0.174,0.06671699,0.066768974,0.066816284,0.066859524,0.066899198,0.066935729
carFAR100,0.175,0.067479659,0.764800134,4.262161203,0.424785461,0.219275338,,,,0.175,0.175,0.175,0.175,0.175,0.175,0.067479659,0.067532539,0.067580666,0.067624653,0.067665011,0.067702173
carFAR100,0.176,0.06824659,0.769061073,4.260939202,0.424785461,0.220496989,,,,0.176,0.176,0.176,0.176,0.176,0.176,0.06824659,0.068300377,0.068349329,0.068394071,0.068435122,0.068472922
carFAR100,0.177,0.069017781,0.773320791,4.259717551,0.424785461,0.221718289,,,,0.177,0.177,0.177,0.177,0.177,0.177,0.069017781,0.069072485,0.069122272,0.069167777,0.069209529,0.069247975
carFAR100,0.178,0.069793231,0.777579287,4.25849625,0.424785461,0.22293924,,,,0.178,0.178,0.178,0.178,0.178,0.178,0.069793231,0.069848862,0.069899494,0.069945771,0.069988232,0.070027329
carFAR100,0.179,0.070572939,0.781836562,4.257275299,0.424785461,0.224159841,,,,0.179,0.179,0.179,0.179,0.179,0.179,0.070572939,0.070629508,0.070680993,0.070728051,0.070771228,0.070810986
carFAR100,0.18,0.071356903,0.786092617,4.256054699,0.424785461,0.225380091,,,,0.18,0.18,0.18,0.18,0.18,0.18,0.071356903,0.07141442,0.071466769,0.071514616,0.071558517,0.071598943
carFAR100,0.181,0.072145123,0.790347451,4.254834448,0.424785461,0.226599992,,,,0.181,0.181,0.181,0.181,0.181,0.181,0.072145123,0.072203599,0.07225682,0.072305465,0.072350099,0.072391199
carFAR100,0.182,0.072937598,0.794601066,4.253614548,0.424785461,0.227819543,,,,0.182,0.182,0.182,0.182,0.182,0.182,0.072937598,0.072997042,0.073051146,0.073100597,0.073145972,0.073187754
carFAR100,0.183,0.073734325,0.798853461,4.252394997,0.424785461,0.229038744,,,,0.183,0.183,0.183,0.183,0.183,0.183,0.073734325,0.073794749,0.073849745,0.073900012,0.073946135,0.073988606
carFAR100,0.184,0.074535304,0.803104637,4.251175795,0.424785461,0.230257596,,,,0.184,0.184,0.184,0.184,0.184,0.184,0.074535304,0.074596718,0.074652615,0.074703707,0.074750586,0.074793755
carFAR100,0.185,0.075340533,0.807354594,4.249956943,0.424785461,0.231476098,,,,0.185,0.185,0.185,0.185,0.185,0.185,0.075340533,0.075402949,0.075459757,0.075511682,0.075559326,0.075603199
carFAR100,0.186,0.076150012,0.811603332,4.248738441,0.424785461,0.232694251,,,,0.186,0.186,0.186,0.186,0.186,0.186,0.076150012,0.076213439,0.076271169,0.076323936,0.076372353,0.076416938
carFAR100,0.187,0.076963739,0.815850852,4.247520288,0.424785461,0.233912055,,,,0.187,0.187,0.187,0.187,0.187,0.187,0.076963739,0.077028189,0.077086849,0.077140467,0.077189666,0.07723497
carFAR100,0.188,0.077781713,0.820097155,4.246302484,0.424785461,0.23512951,,,,0.188,0.188,0.188,0.188,0.188,0.188,0.077781713,0.077847196,0.077906797,0.077961275,0.078011264,0.078057295
carFAR100,0.189,0.078603933,0.82434224,4.24508503,0.424785461,0.236346615,,,,0.189,0.189,0.189,0.189,0.189,0.189,0.078603933,0.07867046,0.078731012,0.078786359,0.078837145,0.078883912
carFAR100,0.19,0.079430397,0.828586108,4.243867924,0.424785461,0.237563372,,,,0.19,0.19,0.19,0.19,0.19,0.19,0.079430397,0.079497979,0.079559491,0.079615717,0.07966731,0.079714819
carFAR100,0.191,0.080261105,0.832828759,4.242651168,0.424785461,0.238779779,,,,0.191,0.191,0.191,0.191,0.191,0.191,0.080261105,0.080329752,0.080392235,0.080449349,0.080501756,0.080550016
carFAR100,0.192,0.081096054,0.837070194,4.24143476,0.424785461,0.239995838,,,,0.192,0.192,0.192,0.192,0.192,0.192,0.081096054,0.081165779,0.081229243,0.081287253,0.081340483,0.081389502
carFAR100,0.193,0.081935245,0.841310412,4.240218701,0.424785461,0.241211549,,,,0.193,0.193,0.193,0.193,0.193,0.193,0.081935245,0.082006057,0.082070512,0.082129428,0.082183491,0.082233275
carFAR100,0.194,0.082778674,0.845549415,4.239002991,0.424785461,0.24242691,,,,0.194,0.194,0.194,0.194,0.194,0.194,0.082778674,0.082850587,0.082916042,0.082975874,0.083030776,0.083081335
carFAR100,0.195,0.083626343,0.849787203,4.237787629,0.424785461,0.243641924,,,,0.195,0.195,0.195,0.195,0.195,0.195,0.083626343,0.083699365,0.083765832,0.083826589,0.08388234,0.08393368
carFAR100,0.196,0.084478248,0.854023776,4.236572616,0.424785461,0.244856588,,,,0.196,0.196,0.196,0.196,0.196,0.196,0.084478248,0.084552393,0.084619881,0.084681572,0.08473818,0.084790311
carFAR100,0.197,0.08533439,0.858259134,4.235357951,0.424785461,0.246070905,,,,0.197,0.197,0.197,0.197,0.197,0.197,0.08533439,0.085409667,0.085478188,0.085540822,0.085598297,0.085651225
carFAR100,0.198,0.086194766,0.862493277,4.234143634,0.424785461,0.247284874,,,,0.198,0.198,0.198,0.198,0.198,0.198,0.086194766,0.086271188,0.086340751,0.086404338,0.086462687,0.086516421
carFAR100,0.199,0.087059376,0.866726207,4.232929666,0.424785461,0.248498494,,,,0.199,0.199,0.199,0.199,0.199,0.199,0.087059376,0.087136954,0.087207569,0.087272119,0.087331352,0.0873859
carFAR100,0.2,0.087928218,0.870957923,4.231716045,0.424785461,0.249711767,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.087928218,0.088006963,0.088078641,0.088144163,0.088204289,0.088259659
carFAR100,0.201,0.088801291,0.875188426,4.230502773,0.424785461,0.250924691,,,,0.201,0.201,0.201,0.201,0.201,0.201,0.088801291,0.088881215,0.088953967,0.089020471,0.089081498,0.089137698
carFAR100,0.202,0.089678594,0.879417716,4.229289848,0.424785461,0.252137268,,,,0.202,0.202,0.202,0.202,0.202,0.202,0.089678594,0.089759709,0.089833545,0.08990104,0.089962978,0.090020016
carFAR100,0.203,0.090560126,0.883645793,4.228077271,0.424785461,0.253349497,,,,0.203,0.203,0.203,0.203,0.203,0.203,0.090560126,0.090642443,0.090717374,0.09078587,0.090848727,0.090906612
carFAR100,0.204,0.091445885,0.887872658,4.226865042,0.424785461,0.254561379,,,,0.204,0.204,0.204,0.204,0.204,0.204,0.091445885,0.091529416,0.091605453,0.09167496,0.091738744,0.091797485
carFAR100,0.205,0.09233587,0.892098311,4.22565316,0.424785461,0.255772913,,,,0.205,0.205,0.205,0.205,0.205,0.205,0.09233587,0.092420627,0.09249778,0.092568308,0.09263303,0.092692633
carFAR100,0.206,0.093230081,0.896322753,4.224441626,0.424785461,0.2569841,,,,0.206,0.206,0.206,0.206,0.206,0.206,0.093230081,0.093316075,0.093394355,0.093465914,0.093531581,0.093592057
carFAR100,0.207,0.094128515,0.900545983,4.223230439,0.424785461,0.25819494,,,,0.207,0.207,0.207,0.207,0.207,0.207,0.094128515,0.094215759,0.094295176,0.094367776,0.094434399,0.094495754
carFAR100,0.208,0.095031172,0.904768003,4.2220196,0.424785461,0.259405432,,,,0.208,0.208,0.208,0.208,0.208,0.208,0.095031172,0.095119677,0.095200243,0.095273893,0.09534148,0.095403724
carFAR100,0.209,0.095938051,0.908988812,4.220809107,0.424785461,0.260615577,,,,0.209,0.209,0.209,0.209,0.209,0.209,0.095938051,0.096027829,0.096109555,0.096184265,0.096252826,0.096315966
carFAR100,0.21,0.096849149,0.913208411,4.219598962,0.424785461,0.261825376,,,,0.21,0.21,0.21,0.21,0.21,0.21,0.096849149,0.096940213,0.097023109,0.09709889,0.097168434,0.09723248
carFAR100,0.211,0.097764467,0.9174268,4.218389164,0.424785461,0.263034827,,,,0.211,0.211,0.211,0.211,0.211,0.211,0.097764467,0.097856828,0.097940906,0.098017767,0.098088303,0.098153263
carFAR100,0.212,0.098684002,0.92164398,4.217179712,0.424785461,0.264243932,,,,0.212,0.212,0.212,0.212,0.212,0.212,0.098684002,0.098777673,0.098862943,0.098940895,0.099012433,0.099078315
carFAR100,0.213,0.099607754,0.92585995,4.215970607,0.424785461,0.26545269,,,,0.213,0.213,0.213,0.213,0.213,0.213,0.099607754,0.099702746,0.099789221,0.099868274,0.099940822,0.100007635
carFAR100,0.214,0.100535722,0.930074712,4.214761849,0.424785461,0.266661102,,,,0.214,0.214,0.214,0.214,0.214,0.214,0.100535722,0.100632048,0.100719737,0.100799901,0.100873469,0.100941223
carFAR100,0.215,0.101467903,0.934288266,4.213553438,0.424785461,0.267869167,,,,0.215,0.215,0.215,0.215,0.215,0.215,0.101467903,0.101565576,0.101654491,0.101735777,0.101810374,0.101879076
carFAR100,0.216,0.102404298,0.938500611,4.212345372,0.424785461,0.269076886,,,,0.216,0.216,0.216,0.216,0.216,0.216,0.102404298,0.102503329,0.102593482,0.102675899,0.102751535,0.102821194
carFAR100,0.217,0.103344904,0.942711749,4.211137654,0.424785461,0.270284258,,,,0.217,0.217,0.217,0.217,0.217,0.217,0.103344904,0.103445306,0.103536708,0.103620267,0.103696952,0.103767577
carFAR100,0.218,0.10428972,0.946921679,4.209930281,0.424785461,0.271491285,,,,0.218,0.218,0.218,0.218,0.218,0.218,0.10428972,0.104391506,0.104484168,0.10456888,0.104646623,0.104718223
carFAR100,0.219,0.105238747,0.951130402,4.208723255,0.424785461,0.272697965,,,,0.219,0.219,0.219,0.219,0.219,0.219,0.105238747,0.105341928,0.105435861,0.105521736,0.105600547,0.105673131
carFAR100,0.22,0.106191981,0.955337919,4.207516575,0.424785461,0.273904299,,,,0.22,0.22,0.22,0.22,0.22,0.22,0.106191981,0.106296571,0.106391787,0.106478836,0.106558724,0.1066323
carFAR100,0.221,0.107149422,0.959544229,4.20631024,0.424785461,0.275110287,,,,0.221,0.221,0.221,0.221,0.221,0.221,0.107149422,0.107255433,0.107351944,0.107440176,0.107521151,0.107595729
carFAR100,0.222,0.108111069,0.963749333,4.205104252,0.424785461,0.27631593,,,,0.222,0.222,0.222,0.222,0.222,0.222,0.108111069,0.108218514,0.108316331,0.108405758,0.108487829,0.108563418
carFAR100,0.223,0.10907692,0.967953232,4.203898609,0.424785461,0.277521227,,,,0.223,0.223,0.223,0.223,0.223,0.223,0.10907692,0.109185812,0.109284947,0.109375578,0.109458757,0.109535365
carFAR100,0.224,0.110046974,0.972155925,4.202693312,0.424785461,0.278726178,,,,0.224,0.224,0.224,0.224,0.224,0.224,0.110046974,0.110157326,0.11025779,0.110349638,0.110433932,0.110511569
carFAR100,0.225,0.111021231,0.976357413,4.201488361,0.424785461,0.279930784,,,,0.225,0.225,0.225,0.225,0.225,0.225,0.111021231,0.111133055,0.11123486,0.111327934,0.111413355,0.111492029
carFAR100,0.226,0.111999689,0.980557697,4.200283755,0.424785461,0.281135045,,,,0.226,0.226,0.226,0.226,0.226,0.226,0.111999689,0.112112998,0.112216156,0.112310467,0.112397024,0.112476745
carFAR100,0.227,0.112982346,0.984756777,4.199079494,0.424785461,0.28233896,,,,0.227,0.227,0.227,0.227,0.227,0.227,0.112982346,0.113097153,0.113201676,0.113297235,0.113384938,0.113465715
carFAR100,0.228,0.113969202,0.988954652,4.197875579,0.424785461,0.28354253,,,,0.228,0.228,0.228,0.228,0.228,0.228,0.113969202,0.11408552,0.114191419,0.114288238,0.114377097,0.114458938
carFAR100,0.229,0.114960255,0.993151324,4.196672009,0.424785461,0.284745755,,,,0.229,0.229,0.229,0.229,0.229,0.229,0.114960255,0.115078097,0.115185385,0.115283473,0.115373498,0.115456414
carFAR100,0.23,0.115955504,0.997346793,4.195468784,0.424785461,0.285948635,,,,0.23,0.23,0.23,0.23,0.23,0.23,0.115955504,0.116074884,0.116183571,0.116282941,0.116374142,0.116458142
carFAR100,0.231,0.116954948,1.001541059,4.194265904,0.424785461,0.287151171,,,,0.231,0.231,0.231,0.231,0.231,0.231,0.116954948,0.117075878,0.117185978,0.11728664,0.117379027,0.117464119
carFAR100,0.232,0.117958585,1.005734122,4.193063369,0.424785461,0.288353361,,,,0.232,0.232,0.232,0.232,0.232,0.232,0.117958585,0.11808108,0.118192604,0.118294568,0.118388152,0.118474346
carFAR100,0.233,0.118966415,1.009925984,4.191861178,0.424785461,0.289555207,,,,0.233,0.233,0.233,0.233,0.233,0.233,0.118966415,0.119090487,0.119203447,0.119306726,0.119401516,0.119488822
carFAR100,0.234,0.119978437,1.014116643,4.190659333,0.424785461,0.290756708,,,,0.234,0.234,0.234,0.234,0.234,0.234,0.119978437,0.120104098,0.120218508,0.120323111,0.120419118,0.120507545
carFAR100,0.235,0.120994648,1.018306101,4.189457832,0.424785461,0.291957865,,,,0.235,0.235,0.235,0.235,0.235,0.235,0.120994648,0.121121913,0.121237784,0.121343724,0.121440957,0.121530515
carFAR100,0.236,0.122015048,1.022494357,4.188256675,0.424785461,0.293158677,,,,0.236,0.236,0.236,0.236,0.236,0.236,0.122015048,0.122143931,0.122261274,0.122368562,0.122467032,0.122557731
carFAR100,0.237,0.123039636,1.026681413,4.187055863,0.424785461,0.294359145,,,,0.237,0.237,0.237,0.237,0.237,0.237,0.123039636,0.123170149,0.123288978,0.123397624,0.123497343,0.123589191
carFAR100,0.238,0.12406841,1.030867269,4.185855395,0.424785461,0.295559269,,,,0.238,0.238,0.238,0.238,0.238,0.238,0.12406841,0.124200568,0.124320895,0.124430911,0.124531887,0.124624894
carFAR100,0.239,0.12510137,1.035051924,4.184655271,0.424785461,0.296759048,,,,0.239,0.239,0.239,0.239,0.239,0.239,0.12510137,0.125235185,0.125357022,0.12546842,0.125570665,0.12566484
carFAR100,0.24,0.126138514,1.039235379,4.183455491,0.424785461,0.297958484,,,,0.24,0.24,0.24,0.24,0.24,0.24,0.126138514,0.126274,0.12639736,0.12651015,0.126613674,0.126709028
carFAR100,0.241,0.12717984,1.043417635,4.182256055,0.424785461,0.299157576,,,,0.241,0.241,0.241,0.241,0.241,0.241,0.12717984,0.127317012,0.127441907,0.127556101,0.127660915,0.127757457
carFAR100,0.242,0.128225348,1.047598692,4.181056963,0.424785461,0.300356324,,,,0.242,0.242,0.242,0.242,0.242,0.242,0.128225348,0.128364219,0.128490661,0.128606272,0.128712385,0.128810126
carFAR100,0.243,0.129275037,1.051778551,4.179858215,0.424785461,0.301554728,,,,0.243,0.243,0.243,0.243,0.243,0.243,0.129275037,0.129415621,0.129543623,0.129660661,0.129768085,0.129867033
carFAR100,0.244,0.130328905,1.05595721,4.178659811,0.424785461,0.302752789,,,,0.244,0.244,0.244,0.244,0.244,0.244,0.130328905,0.130471215,0.13060079,0.130719267,0.130828012,0.130928178
carFAR100,0.245,0.131386951,1.060134672,4.17746175,0.424785461,0.303950507,,,,0.245,0.245,0.245,0.245,0.245,0.245,0.131386951,0.131531001,0.131662162,0.131782089,0.131892167,0.131993559
