id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(0.05 Frictional Coefficient),distance(0.045 Frictional Coefficient),distance(0.04 Frictional Coefficient,distance(0.035 Fricitional Coefficient),distance(0.030 Frictional Coefficient),distance(0.025 Frictional Coefficient)
carFAR_05,1.013,2.09171961,3.939306509,3.351739566,0.424785461,1.129435948,,,,1.013,1.013,1.013,1.013,1.013,1.013,2.09171961,2.111551965,2.131384321,2.151216677,2.171049032,2.190881388
carFAR_05,1.014,2.095660592,3.942657287,3.350778591,0.424785461,1.130396648,,,,1.014,1.014,1.014,1.014,1.014,1.014,2.095660592,2.115530313,2.135400035,2.155269756,2.175139478,2.195009199
carFAR_05,1.015,2.099604924,3.946007105,3.349817892,0.424785461,1.131357072,,,,1.015,1.015,1.015,1.015,1.015,1.015,2.099604924,2.119512043,2.139419162,2.159326281,2.1792334,2.19914052
carFAR_05,1.016,2.103552606,3.949355963,3.348857468,0.424785461,1.13231722,,,,1.016,1.016,1.016,1.016,1.016,1.016,2.103552606,2.123497154,2.143441703,2.163386251,2.1833308,2.203275348
carFAR_05,1.017,2.107503635,3.95270386,3.347897319,0.424785461,1.133277094,,,,1.017,1.017,1.017,1.017,1.017,1.017,2.107503635,2.127485645,2.147467655,2.167449664,2.187431674,2.207413684
carFAR_05,1.018,2.111458013,3.956050798,3.346937446,0.424785461,1.134236692,,,,1.018,1.018,1.018,1.018,1.018,1.018,2.111458013,2.131477515,2.151497018,2.17151652,2.191536023,2.211555526
carFAR_05,1.019,2.115415737,3.959396775,3.345977847,0.424785461,1.135196015,,,,1.019,1.019,1.019,1.019,1.019,1.019,2.115415737,2.135472764,2.155529791,2.175586818,2.195643845,2.215700872
carFAR_05,1.02,2.119376806,3.962741794,3.345018524,0.424785461,1.136155063,,,,1.02,1.02,1.02,1.02,1.02,1.02,2.119376806,2.139471389,2.159565973,2.179660556,2.19975514,2.219849723
carFAR_05,1.021,2.12334122,3.966085853,3.344059476,0.424785461,1.137113836,,,,1.021,1.021,1.021,1.021,1.021,1.021,2.12334122,2.143473391,2.163605563,2.183737734,2.203869906,2.224002078
carFAR_05,1.022,2.127308977,3.969428954,3.343100703,0.424785461,1.138072334,,,,1.022,1.022,1.022,1.022,1.022,1.022,2.127308977,2.147478768,2.16764856,2.187818351,2.207988142,2.228157934
carFAR_05,1.023,2.131280077,3.972771096,3.342142205,0.424785461,1.139030558,,,,1.023,1.023,1.023,1.023,1.023,1.023,2.131280077,2.15148752,2.171694963,2.191902405,2.212109848,2.232317291
carFAR_05,1.024,2.135254519,3.97611228,3.341183982,0.424785461,1.139988506,,,,1.024,1.024,1.024,1.024,1.024,1.024,2.135254519,2.155499645,2.175744771,2.195989896,2.216235022,2.236480148
carFAR_05,1.025,2.139232301,3.979452506,3.340226033,0.424785461,1.14094618,,,,1.025,1.025,1.025,1.025,1.025,1.025,2.139232301,2.159515142,2.179797983,2.200080823,2.220363664,2.240646505
carFAR_05,1.026,2.143213423,3.982791775,3.339268359,0.424785461,1.14190358,,,,1.026,1.026,1.026,1.026,1.026,1.026,2.143213423,2.16353401,2.183854598,2.204175185,2.224495772,2.244816359
carFAR_05,1.027,2.147197884,3.986130086,3.33831096,0.424785461,1.142860705,,,,1.027,1.027,1.027,1.027,1.027,1.027,2.147197884,2.16755625,2.187914615,2.20827298,2.228631345,2.248989711
carFAR_05,1.028,2.151185683,3.989467439,3.337353835,0.424785461,1.143817555,,,,1.028,1.028,1.028,1.028,1.028,1.028,2.151185683,2.171581858,2.191978033,2.212374208,2.232770383,2.253166558
carFAR_05,1.029,2.155176819,3.992803836,3.336396984,0.424785461,1.144774131,,,,1.029,1.029,1.029,1.029,1.029,1.029,2.155176819,2.175610835,2.196044852,2.216478868,2.236912885,2.257346901
carFAR_05,1.03,2.15917129,3.996139277,3.335440408,0.424785461,1.145730433,,,,1.03,1.03,1.03,1.03,1.03,1.03,2.15917129,2.17964318,2.200115069,2.220586959,2.241058848,2.261530738
carFAR_05,1.031,2.163169097,3.999473761,3.334484106,0.424785461,1.146686461,,,,1.031,1.031,1.031,1.031,1.031,1.031,2.163169097,2.183678891,2.204188685,2.224698479,2.245208273,2.265718068
carFAR_05,1.032,2.167170237,4.002807289,3.333528079,0.424785461,1.147642215,,,,1.032,1.032,1.032,1.032,1.032,1.032,2.167170237,2.187717968,2.208265698,2.228813429,2.249361159,2.26990889
carFAR_05,1.033,2.171174711,4.006139861,3.332572325,0.424785461,1.148597694,,,,1.033,1.033,1.033,1.033,1.033,1.033,2.171174711,2.191760409,2.212346107,2.232931806,2.253517504,2.274103202
carFAR_05,1.034,2.175182516,4.009471478,3.331616845,0.424785461,1.1495529,,,,1.034,1.034,1.034,1.034,1.034,1.034,2.175182516,2.195806214,2.216429912,2.23705361,2.257677308,2.278301005
carFAR_05,1.035,2.179193653,4.01280214,3.33066164,0.424785461,1.150507832,,,,1.035,1.035,1.035,1.035,1.035,1.035,2.179193653,2.199855382,2.220517111,2.24117884,2.261840569,2.282502298
carFAR_05,1.036,2.18320812,4.016131847,3.329706708,0.424785461,1.15146249,,,,1.036,1.036,1.036,1.036,1.036,1.036,2.18320812,2.203907912,2.224607703,2.245307495,2.266007286,2.286707078
carFAR_05,1.037,2.187225917,4.019460599,3.32875205,0.424785461,1.152416874,,,,1.037,1.037,1.037,1.037,1.037,1.037,2.187225917,2.207963802,2.228701688,2.249439573,2.270177459,2.290915345
carFAR_05,1.038,2.191247041,4.022788396,3.327797666,0.424785461,1.153370985,,,,1.038,1.038,1.038,1.038,1.038,1.038,2.191247041,2.212023052,2.232799064,2.253575075,2.274351087,2.295127098
carFAR_05,1.039,2.195271493,4.02611524,3.326843555,0.424785461,1.154324822,,,,1.039,1.039,1.039,1.039,1.039,1.039,2.195271493,2.216085662,2.23689983,2.257713999,2.278528168,2.299342336
carFAR_05,1.04,2.199299271,4.02944113,3.325889718,0.424785461,1.155278385,,,,1.04,1.04,1.04,1.04,1.04,1.04,2.199299271,2.220151629,2.241003986,2.261856344,2.282708701,2.303561059
carFAR_05,1.041,2.203330375,4.032766066,3.324936154,0.424785461,1.156231675,,,,1.041,1.041,1.041,1.041,1.041,1.041,2.203330375,2.224220952,2.24511153,2.266002108,2.286892686,2.307783264
carFAR_05,1.042,2.207364803,4.036090049,3.323982864,0.424785461,1.157184692,,,,1.042,1.042,1.042,1.042,1.042,1.042,2.207364803,2.228293632,2.249222462,2.270151292,2.291080122,2.312008952
carFAR_05,1.043,2.211402554,4.039413078,3.323029847,0.424785461,1.158137436,,,,1.043,1.043,1.043,1.043,1.043,1.043,2.211402554,2.232369667,2.253336781,2.274303894,2.295271007,2.31623812
carFAR_05,1.044,2.215443628,4.042735156,3.322077103,0.424785461,1.159089907,,,,1.044,1.044,1.044,1.044,1.044,1.044,2.215443628,2.236449056,2.257454484,2.278459913,2.299465341,2.320470769
carFAR_05,1.045,2.219488024,4.04605628,3.321124633,0.424785461,1.160042104,,,,1.045,1.045,1.045,1.045,1.045,1.045,2.219488024,2.240531799,2.261575573,2.282619347,2.303663122,2.324706896
carFAR_05,1.046,2.22353574,4.049376453,3.320172435,0.424785461,1.160994028,,,,1.046,1.046,1.046,1.046,1.046,1.046,2.22353574,2.244617893,2.265700045,2.286782197,2.30786435,2.328946502
carFAR_05,1.047,2.227586776,4.052695673,3.319220511,0.424785461,1.16194568,,,,1.047,1.047,1.047,1.047,1.047,1.047,2.227586776,2.248707338,2.2698279,2.290948462,2.312069023,2.333189585
carFAR_05,1.048,2.231641131,4.056013942,3.318268859,0.424785461,1.162897059,,,,1.048,1.048,1.048,1.048,1.048,1.048,2.231641131,2.252800134,2.273959136,2.295118139,2.316277141,2.337436144
carFAR_05,1.049,2.235698804,4.059331259,3.317317481,0.424785461,1.163848164,,,,1.049,1.049,1.049,1.049,1.049,1.049,2.235698804,2.256896279,2.278093753,2.299291228,2.320488703,2.341686178
carFAR_05,1.05,2.239759793,4.062647626,3.316366375,0.424785461,1.164798998,,,,1.05,1.05,1.05,1.05,1.05,1.05,2.239759793,2.260995772,2.28223175,2.303467729,2.324703707,2.345939686
carFAR_05,1.051,2.243824099,4.065963041,3.315415542,0.424785461,1.165749558,,,,1.051,1.051,1.051,1.051,1.051,1.051,2.243824099,2.265098612,2.286373126,2.30764764,2.328922153,2.350196667
carFAR_05,1.052,2.247891719,4.069277506,3.314464981,0.424785461,1.166699846,,,,1.052,1.052,1.052,1.052,1.052,1.052,2.247891719,2.269204799,2.290517879,2.31183096,2.33314404,2.35445712
carFAR_05,1.053,2.251962653,4.072591021,3.313514693,0.424785461,1.167649862,,,,1.053,1.053,1.053,1.053,1.053,1.053,2.251962653,2.273314331,2.29466601,2.316017688,2.337369366,2.358721044
carFAR_05,1.054,2.256036901,4.075903586,3.312564678,0.424785461,1.168599605,,,,1.054,1.054,1.054,1.054,1.054,1.054,2.256036901,2.277427208,2.298817516,2.320207823,2.341598131,2.362988439
carFAR_05,1.055,2.26011446,4.079215201,3.311614934,0.424785461,1.169549076,,,,1.055,1.055,1.055,1.055,1.055,1.055,2.26011446,2.281543428,2.302972397,2.324401365,2.345830334,2.367259302
carFAR_05,1.056,2.26419533,4.082525866,3.310665463,0.424785461,1.170498275,,,,1.056,1.056,1.056,1.056,1.056,1.056,2.26419533,2.285662991,2.307130652,2.328598313,2.350065973,2.371533634
carFAR_05,1.057,2.268279511,4.085835582,3.309716265,0.424785461,1.171447201,,,,1.057,1.057,1.057,1.057,1.057,1.057,2.268279511,2.289785895,2.31129228,2.332798664,2.354305048,2.375811433
carFAR_05,1.058,2.272367001,4.08914435,3.308767338,0.424785461,1.172395856,,,,1.058,1.058,1.058,1.058,1.058,1.058,2.272367001,2.29391214,2.31545728,2.337002419,2.358547558,2.380092698
carFAR_05,1.059,2.276457799,4.092452168,3.307818684,0.424785461,1.173344238,,,,1.059,1.059,1.059,1.059,1.059,1.059,2.276457799,2.298041725,2.319625651,2.341209576,2.362793502,2.384377428
carFAR_05,1.06,2.280551905,4.095759039,3.306870301,0.424785461,1.174292349,,,,1.06,1.06,1.06,1.06,1.06,1.06,2.280551905,2.302174648,2.323797392,2.345420135,2.367042878,2.388665622
carFAR_05,1.061,2.284649317,4.099064961,3.305922191,0.424785461,1.175240188,,,,1.061,1.061,1.061,1.061,1.061,1.061,2.284649317,2.306310909,2.327972502,2.349634094,2.371295687,2.392957279
carFAR_05,1.062,2.288750034,4.102369935,3.304974352,0.424785461,1.176187755,,,,1.062,1.062,1.062,1.062,1.062,1.062,2.288750034,2.310450507,2.33215098,2.353851453,2.375551926,2.397252398
carFAR_05,1.063,2.292854056,4.105673962,3.304026785,0.424785461,1.17713505,,,,1.063,1.063,1.063,1.063,1.063,1.063,2.292854056,2.314593441,2.336332825,2.35807221,2.379811595,2.401550979
carFAR_05,1.064,2.296961382,4.108977041,3.30307949,0.424785461,1.178082074,,,,1.064,1.064,1.064,1.064,1.064,1.064,2.296961382,2.318739709,2.340518037,2.362296365,2.384074692,2.40585302
carFAR_05,1.065,2.30107201,4.112279174,3.302132466,0.424785461,1.179028826,,,,1.065,1.065,1.065,1.065,1.065,1.065,2.30107201,2.322889312,2.344706614,2.366523916,2.388341218,2.41015852
carFAR_05,1.066,2.30518594,4.11558036,3.301185714,0.424785461,1.179975307,,,,1.066,1.066,1.066,1.066,1.066,1.066,2.30518594,2.327042247,2.348898555,2.370754863,2.39261117,2.414467478
carFAR_05,1.067,2.30930317,4.118880599,3.300239233,0.424785461,1.180921516,,,,1.067,1.067,1.067,1.067,1.067,1.067,2.30930317,2.331198515,2.353093859,2.374989204,2.396884549,2.418779893
carFAR_05,1.068,2.3134237,4.122179892,3.299293023,0.424785461,1.181867454,,,,1.068,1.068,1.068,1.068,1.068,1.068,2.3134237,2.335358113,2.357292526,2.379226939,2.401161352,2.423095765
carFAR_05,1.069,2.31754753,4.125478239,3.298347085,0.424785461,1.182813121,,,,1.069,1.069,1.069,1.069,1.069,1.069,2.31754753,2.339521042,2.361494554,2.383468067,2.405441579,2.427415091
carFAR_05,1.07,2.321674657,4.12877564,3.297401418,0.424785461,1.183758517,,,,1.07,1.07,1.07,1.07,1.07,1.07,2.321674657,2.3436873,2.365699943,2.387712586,2.409725229,2.431737872
carFAR_05,1.071,2.32580508,4.132072096,3.296456023,0.424785461,1.184703641,,,,1.071,1.071,1.071,1.071,1.071,1.071,2.32580508,2.347856886,2.369908691,2.391960496,2.414012301,2.436064106
carFAR_05,1.072,2.3299388,4.135367607,3.295510898,0.424785461,1.185648495,,,,1.072,1.072,1.072,1.072,1.072,1.072,2.3299388,2.352029799,2.374120797,2.396211796,2.418302794,2.440393793
carFAR_05,1.073,2.334075815,4.138662173,3.294566044,0.424785461,1.186593078,,,,1.073,1.073,1.073,1.073,1.073,1.073,2.334075815,2.356206038,2.378336261,2.400466484,2.422596707,2.44472693
carFAR_05,1.074,2.338216124,4.141955795,3.293621461,0.424785461,1.18753739,,,,1.074,1.074,1.074,1.074,1.074,1.074,2.338216124,2.360385603,2.382555082,2.404724561,2.426894039,2.449063518
carFAR_05,1.075,2.342359726,4.145248472,3.292677149,0.424785461,1.188481431,,,,1.075,1.075,1.075,1.075,1.075,1.075,2.342359726,2.364568492,2.386777258,2.408986024,2.431194789,2.453403555
carFAR_05,1.076,2.346506621,4.148540205,3.291733108,0.424785461,1.189425202,,,,1.076,1.076,1.076,1.076,1.076,1.076,2.346506621,2.368754705,2.391002789,2.413250873,2.435498957,2.457747041
carFAR_05,1.077,2.350656806,4.151830994,3.290789337,0.424785461,1.190368702,,,,1.077,1.077,1.077,1.077,1.077,1.077,2.350656806,2.37294424,2.395231673,2.417519107,2.43980654,2.462093973
carFAR_05,1.078,2.354810282,4.15512084,3.289845837,0.424785461,1.191311931,,,,1.078,1.078,1.078,1.078,1.078,1.078,2.354810282,2.377137096,2.39946391,2.421790724,2.444117538,2.466444352
carFAR_05,1.079,2.358967047,4.158409743,3.288902608,0.424785461,1.192254891,,,,1.079,1.079,1.079,1.079,1.079,1.079,2.358967047,2.381333273,2.403699499,2.426065725,2.448431951,2.470798177
carFAR_05,1.08,2.363127101,4.161697703,3.287959649,0.424785461,1.193197579,,,,1.08,1.08,1.08,1.08,1.08,1.08,2.363127101,2.38553277,2.407938439,2.430344108,2.452749777,2.475155445
carFAR_05,1.081,2.367290442,4.16498472,3.28701696,0.424785461,1.194139998,,,,1.081,1.081,1.081,1.081,1.081,1.081,2.367290442,2.389735585,2.412180728,2.434625871,2.457071014,2.479516157
carFAR_05,1.082,2.37145707,4.168270794,3.286074542,0.424785461,1.195082146,,,,1.082,1.082,1.082,1.082,1.082,1.082,2.37145707,2.393941718,2.416426367,2.438911015,2.461395663,2.483880312
carFAR_05,1.083,2.375626983,4.171555926,3.285132393,0.424785461,1.196024024,,,,1.083,1.083,1.083,1.083,1.083,1.083,2.375626983,2.398151168,2.420675353,2.443199538,2.465723723,2.488247907
carFAR_05,1.084,2.379800181,4.174840117,3.284190515,0.424785461,1.196965632,,,,1.084,1.084,1.084,1.084,1.084,1.084,2.379800181,2.402363934,2.424927686,2.447491439,2.470055191,2.492618943
carFAR_05,1.085,2.383976663,4.178123366,3.283248907,0.424785461,1.19790697,,,,1.085,1.085,1.085,1.085,1.085,1.085,2.383976663,2.406580014,2.429183366,2.451786717,2.474390068,2.496993419
carFAR_05,1.086,2.388156428,4.181405673,3.282307569,0.424785461,1.198848039,,,,1.086,1.086,1.086,1.086,1.086,1.086,2.388156428,2.410799409,2.43344239,2.456085371,2.478728352,2.501371333
carFAR_05,1.087,2.392339474,4.18468704,3.281366501,0.424785461,1.199788837,,,,1.087,1.087,1.087,1.087,1.087,1.087,2.392339474,2.415022116,2.437704758,2.4603874,2.483070042,2.505750215
carFAR_05,1.088,2.396525801,4.187967466,3.280425703,0.424785461,1.200729366,,,,1.088,1.088,1.088,1.088,1.088,1.088,2.396525801,2.419248135,2.44197047,2.464692804,2.487415138,2.510127597
carFAR_05,1.089,2.400715409,4.191246951,3.279485174,0.424785461,1.201669625,,,,1.089,1.089,1.089,1.089,1.089,1.089,2.400715409,2.423477466,2.446239523,2.46900158,2.491763638,2.514503478
carFAR_05,1.09,2.404908295,4.194525496,3.278544915,0.424785461,1.202609614,,,,1.09,1.09,1.09,1.09,1.09,1.09,2.404908295,2.427710106,2.450511918,2.473313729,2.496115541,2.51887786
carFAR_05,1.091,2.409104459,4.197803101,3.277604925,0.424785461,1.203549334,,,,1.091,1.091,1.091,1.091,1.091,1.091,2.409104459,2.431946056,2.454787653,2.47762925,2.500470847,2.523250742
carFAR_05,1.092,2.4133039,4.201079766,3.276665205,0.424785461,1.204488784,,,,1.092,1.092,1.092,1.092,1.092,1.092,2.4133039,2.436185314,2.459066727,2.481948141,2.504827082,2.527622125
carFAR_05,1.093,2.417506618,4.204355492,3.275725755,0.424785461,1.205427966,,,,1.093,1.093,1.093,1.093,1.093,1.093,2.417506618,2.440427879,2.46334914,2.486270401,2.509181773,2.531992009
carFAR_05,1.094,2.421712611,4.207630278,3.274786574,0.424785461,1.206366877,,,,1.094,1.094,1.094,1.094,1.094,1.094,2.421712611,2.44467375,2.46763489,2.490596029,2.513534922,2.536360396
carFAR_05,1.095,2.425921878,4.210904126,3.273847662,0.424785461,1.20730552,,,,1.095,1.095,1.095,1.095,1.095,1.095,2.425921878,2.448922927,2.471923976,2.494925025,2.517886529,2.540727284
carFAR_05,1.096,2.430134419,4.214177035,3.272909019,0.424785461,1.208243894,,,,1.096,1.096,1.096,1.096,1.096,1.096,2.430134419,2.453175408,2.476216398,2.499257388,2.522236593,2.545092676
carFAR_05,1.097,2.434350232,4.217449006,3.271970646,0.424785461,1.209181998,,,,1.097,1.097,1.097,1.097,1.097,1.097,2.434350232,2.457431193,2.480512154,2.503593116,2.526585116,2.54945657
carFAR_05,1.098,2.438569316,4.220720038,3.271032541,0.424785461,1.210119834,,,,1.098,1.098,1.098,1.098,1.098,1.098,2.438569316,2.46169028,2.484811244,2.507929733,2.530932098,2.553818968
carFAR_05,1.099,2.442791671,4.223990133,3.270094706,0.424785461,1.211057401,,,,1.099,1.099,1.099,1.099,1.099,1.099,2.442791671,2.465952669,2.489113667,2.512264763,2.53527754,2.558179871
carFAR_05,1.1,2.447017296,4.22725929,3.269157139,0.424785461,1.211994698,,,,1.1,1.1,1.1,1.1,1.1,1.1,2.447017296,2.470218358,2.493419421,2.516598207,2.539621441,2.562539277
carFAR_05,1.101,2.45124619,4.23052751,3.268219841,0.424785461,1.212931728,,,,1.101,1.101,1.101,1.101,1.101,1.101,2.45124619,2.474487348,2.497728506,2.520930066,2.543963802,2.566897189
carFAR_05,1.102,2.455478351,4.233794793,3.267282812,0.424785461,1.213868488,,,,1.102,1.102,1.102,1.102,1.102,1.102,2.455478351,2.478759635,2.50204092,2.525260339,2.548304624,2.571253605
carFAR_05,1.103,2.459713779,4.237061139,3.266346051,0.424785461,1.21480498,,,,1.103,1.103,1.103,1.103,1.103,1.103,2.459713779,2.483035221,2.506354185,2.529589027,2.552643908,2.575608528
carFAR_05,1.104,2.463952472,4.240326548,3.26540956,0.424785461,1.215741203,,,,1.104,1.104,1.104,1.104,1.104,1.104,2.463952472,2.487314103,2.51066582,2.53391613,2.556981652,2.579961956
carFAR_05,1.105,2.468194431,4.243591022,3.264473336,0.424785461,1.216677158,,,,1.105,1.105,1.105,1.105,1.105,1.105,2.468194431,2.491596282,2.514975827,2.53824165,2.561317859,2.584313892
carFAR_05,1.106,2.472439654,4.246854559,3.263537381,0.424785461,1.217612845,,,,1.106,1.106,1.106,1.106,1.106,1.106,2.472439654,2.495881755,2.519284205,2.542565586,2.565652529,2.588664334
carFAR_05,1.107,2.47668814,4.250117161,3.262601695,0.424785461,1.218548263,,,,1.107,1.107,1.107,1.107,1.107,1.107,2.47668814,2.500170522,2.523590956,2.546887939,2.569985661,2.593013283
carFAR_05,1.108,2.480939888,4.253378827,3.261666276,0.424785461,1.219483413,,,,1.108,1.108,1.108,1.108,1.108,1.108,2.480939888,2.504460101,2.52789608,2.55120871,2.574317256,2.597360741
carFAR_05,1.109,2.485194897,4.256639558,3.260731126,0.424785461,1.220418295,,,,1.109,1.109,1.109,1.109,1.109,1.109,2.485194897,2.508748008,2.532199577,2.555527898,2.578647316,2.601706707
carFAR_05,1.11,2.489453167,4.259899354,3.259796244,0.424785461,1.22135291,,,,1.11,1.11,1.11,1.11,1.11,1.11,2.489453167,2.513034244,2.536501448,2.559845505,2.582975839,2.606051181
carFAR_05,1.111,2.493714695,4.263158216,3.25886163,0.424785461,1.222287256,,,,1.111,1.111,1.111,1.111,1.111,1.111,2.493714695,2.51731881,2.540801693,2.56416153,2.587302828,2.610394165
carFAR_05,1.112,2.497979483,4.266416143,3.257927284,0.424785461,1.223221334,,,,1.112,1.112,1.112,1.112,1.112,1.112,2.497979483,2.521601705,2.545100313,2.568475975,2.591628281,2.614735658
carFAR_05,1.113,2.502247527,4.269673136,3.256993206,0.424785461,1.224155144,,,,1.113,1.113,1.113,1.113,1.113,1.113,2.502247527,2.525882932,2.549397308,2.572788839,2.5959522,2.619075661
carFAR_05,1.114,2.506516343,4.267958481,-1.714655144,0.424785461,1.223663536,,,,1.114,1.114,1.114,1.114,1.114,1.114,2.506516343,2.53016249,2.553692679,2.577100124,2.600274585,2.623414175
carFAR_05,1.115,2.510783444,4.266244318,-1.714163536,0.424785461,1.22317207,,,,1.115,1.115,1.115,1.115,1.115,1.115,2.510783444,2.534440379,2.557986425,2.581409829,2.604595437,2.6277512
carFAR_05,1.116,2.515048832,4.264530646,-1.71367207,0.424785461,1.222680744,,,,1.116,1.116,1.116,1.116,1.116,1.116,2.515048832,2.5387166,2.562278548,2.585717955,2.608914755,2.632086735
carFAR_05,1.117,2.519312506,4.262817465,-1.713180744,0.424785461,1.222189559,,,,1.117,1.117,1.117,1.117,1.117,1.117,2.519312506,2.542991154,2.566569049,2.590024502,2.61323254,2.636420783
carFAR_05,1.118,2.523574467,4.261104775,-1.712689559,0.424785461,1.221698515,,,,1.118,1.118,1.118,1.118,1.118,1.118,2.523574467,2.54726404,2.570857926,2.594329471,2.617548794,2.640753343
carFAR_05,1.119,2.527834716,4.259392577,-1.712198515,0.424785461,1.221207612,,,,1.119,1.119,1.119,1.119,1.119,1.119,2.527834716,2.551535261,2.575145182,2.598632863,2.621863515,2.645084415
carFAR_05,1.12,2.532093252,4.257680869,-1.711707612,0.424785461,1.220716849,,,,1.12,1.12,1.12,1.12,1.12,1.12,2.532093252,2.555804815,2.579430816,2.602934678,2.626176705,2.649414
carFAR_05,1.121,2.536350078,4.255969652,-1.711216849,0.424785461,1.220226227,,,,1.121,1.121,1.121,1.121,1.121,1.121,2.536350078,2.560072703,2.583714829,2.607234916,2.630488365,2.653742099
carFAR_05,1.122,2.540605192,4.254258926,-1.710726227,0.424785461,1.219735746,,,,1.122,1.122,1.122,1.122,1.122,1.122,2.540605192,2.564338927,2.587997221,2.611533577,2.634798493,2.658068711
carFAR_05,1.123,2.544858596,4.25254869,-1.710235746,0.424785461,1.219245406,,,,1.123,1.123,1.123,1.123,1.123,1.123,2.544858596,2.568603486,2.592277993,2.615830663,2.639107092,2.662393838
carFAR_05,1.124,2.54911029,4.250838945,-1.709745406,0.424785461,1.218755206,,,,1.124,1.124,1.124,1.124,1.124,1.124,2.54911029,2.57286638,2.596557145,2.620126173,2.643414161,2.666717479
carFAR_05,1.125,2.553360274,4.24912969,-1.709255206,0.424785461,1.218265146,,,,1.125,1.125,1.125,1.125,1.125,1.125,2.553360274,2.577127611,2.600834678,2.624420109,2.647719701,2.671039636
carFAR_05,1.126,2.557608549,4.247420925,-1.708765146,0.424785461,1.217775227,,,,1.126,1.126,1.126,1.126,1.126,1.126,2.557608549,2.581387179,2.605110592,2.62871247,2.652023712,2.675360308
carFAR_05,1.127,2.561855116,4.245712649,-1.708275227,0.424785461,1.217285449,,,,1.127,1.127,1.127,1.127,1.127,1.127,2.561855116,2.585645085,2.609384888,2.633003257,2.656326195,2.679679496
carFAR_05,1.128,2.566099975,4.244004864,-1.707785449,0.424785461,1.216795811,,,,1.128,1.128,1.128,1.128,1.128,1.128,2.566099975,2.589901327,2.613657566,2.63729247,2.66062715,2.683997201
carFAR_05,1.129,2.570343126,4.242297568,-1.707295811,0.424785461,1.216306313,,,,1.129,1.129,1.129,1.129,1.129,1.129,2.570343126,2.594155909,2.617928626,2.641580111,2.664926577,2.688313422
carFAR_05,1.13,2.57458457,4.240590762,-1.706806313,0.424785461,1.215816956,,,,1.13,1.13,1.13,1.13,1.13,1.13,2.57458457,2.598408829,2.62219807,2.645866178,2.669224478,2.692628161
carFAR_05,1.131,2.578824308,4.238884445,-1.706316956,0.424785461,1.215327739,,,,1.131,1.131,1.131,1.131,1.131,1.131,2.578824308,2.602660088,2.626465897,2.650150674,2.673520852,2.696941417
carFAR_05,1.132,2.583062339,4.237178617,-1.705827739,0.424785461,1.214838662,,,,1.132,1.132,1.132,1.132,1.132,1.132,2.583062339,2.606909686,2.630732108,2.654433598,2.6778157,2.701253191
carFAR_05,1.133,2.587298665,4.235473278,-1.705338662,0.424785461,1.214349726,,,,1.133,1.133,1.133,1.133,1.133,1.133,2.587298665,2.611157625,2.634996704,2.65871495,2.682109022,2.705563484
carFAR_05,1.134,2.591533286,4.233768429,-1.704849726,0.424785461,1.213860929,,,,1.134,1.134,1.134,1.134,1.134,1.134,2.591533286,2.615403905,2.639259684,2.662994732,2.686400819,2.709872296
carFAR_05,1.135,2.595766202,4.232064068,-1.704360929,0.424785461,1.213372273,,,,1.135,1.135,1.135,1.135,1.135,1.135,2.595766202,2.619648526,2.64352105,2.667272943,2.690691091,2.714179627
carFAR_05,1.136,2.599997414,4.230360196,-1.703872273,0.424785461,1.212883757,,,,1.136,1.136,1.136,1.136,1.136,1.136,2.599997414,2.623891488,2.647780801,2.671549584,2.694979839,2.718485478
carFAR_05,1.137,2.604226923,4.228656812,-1.703383757,0.424785461,1.212395381,,,,1.137,1.137,1.137,1.137,1.137,1.137,2.604226923,2.628132792,2.652038939,2.675824656,2.699267063,2.722789849
carFAR_05,1.138,2.608454728,4.226953916,-1.702895381,0.424785461,1.211907145,,,,1.138,1.138,1.138,1.138,1.138,1.138,2.608454728,2.632372439,2.656295464,2.680098158,2.703552763,2.727092741
carFAR_05,1.139,2.612680831,4.225251509,-1.702407145,0.424785461,1.211419049,,,,1.139,1.139,1.139,1.139,1.139,1.139,2.612680831,2.636610429,2.660550376,2.684370092,2.707836941,2.731394154
carFAR_05,1.14,2.616905232,4.22354959,-1.701919049,0.424785461,1.210931093,,,,1.14,1.14,1.14,1.14,1.14,1.14,2.616905232,2.640846762,2.664803675,2.688640458,2.712119596,2.735694089
carFAR_05,1.141,2.62112793,4.221848159,-1.701431093,0.424785461,1.210443277,,,,1.141,1.141,1.141,1.141,1.141,1.141,2.62112793,2.645081439,2.669055363,2.692909257,2.716400728,2.739992545
carFAR_05,1.142,2.625348928,4.220147216,-1.700943277,0.424785461,1.2099556,,,,1.142,1.142,1.142,1.142,1.142,1.142,2.625348928,2.649314461,2.673305439,2.697176487,2.720680339,2.744289524
carFAR_05,1.143,2.629568225,4.21844676,-1.7004556,0.424785461,1.209468064,,,,1.143,1.143,1.143,1.143,1.143,1.143,2.629568225,2.653545828,2.677553904,2.701442152,2.724958429,2.748585025
carFAR_05,1.144,2.633785822,4.216746792,-1.699968064,0.424785461,1.208980667,,,,1.144,1.144,1.144,1.144,1.144,1.144,2.633785822,2.65777554,2.681800759,2.705706249,2.729234997,2.75287905
